********,******(),*****()*,****()**,****()(),***()***,***()*(),***()()*,**()****,**()**(),**()*()*,**()()**,**()()(),*()*****,*()***(),*()**()*,*()*()**,*()*()(),*()()***,*()()*(),*()()()*,()******,()****(),()***()*,()**()**,()**()(),()*()***,()*()*(),()*()()*,()()****,()()**(),()()*()*,()()()**,()()()()
13254768,13254786,13254678,[13257468],[13257486],13245768,13245786,13245678,[13524768],[13524786],[13524678],[13527468],[13527486],12354768,12354786,12354678,[12357468],[12357486],12345768,12345786,12345678,31254768,31254786,31254678,[31257468],[31257486],31245768,31245786,31245678,[31524768],[31524786],[31524678],[31527468],[31527486]
67452813,67452831,67452183,67458213,67458231,67425813,67425831,[67425183],67542813,67542831,67542183,67548213,67548231,[64752813],[64752831],[64752183],[64758213],[64758231],[64725813],[64725831],[64725183],76452813,76452831,76452183,76458213,76458231,76425813,76425831,[76425183],76542813,76542831,76542183,76548213,76548231
67453812,67453821,[67453182],67458312,67458321,67435812,67435821,[67435182],67543812,67543821,[67543182],67548312,67548321,[64753812],[64753821],[64753182],[64758312],[64758321],[64735812],[64735821],[64735182],76453812,76453821,[76453182],76458312,76458321,76435812,76435821,[76435182],76543812,76543821,[76543182],76548312,76548321
67481325,67481352,67481235,67483125,[67483152],[67418325],[67418352],[67418235],67841325,67841352,67841235,67843125,[67843152],64781325,64781352,64781235,64783125,[64783152],[64718325],[64718352],[64718235],76481325,76481352,76481235,76483125,[76483152],[76418325],[76418352],[76418235],76841325,76841352,76841235,76843125,[76843152]
67481523,67481532,67481253,67485123,67485132,67418523,67418532,[67418253],67841523,67841532,67841253,67845123,67845132,64781523,64781532,64781253,64785123,64785132,[64718523],[64718532],[64718253],76481523,76481532,76481253,76485123,76485132,76418523,76418532,[76418253],76841523,76841532,76841253,76845123,76845132
67482315,67482351,67482135,67483215,67483251,[67428315],[67428351],[67428135],67842315,67842351,67842135,67843215,67843251,64782315,64782351,64782135,64783215,64783251,[64728315],[64728351],[64728135],76482315,76482351,76482135,76483215,76483251,[76428315],[76428351],[76428135],76842315,76842351,76842135,76843215,76843251
67482513,67482531,67482153,67485213,67485231,67428513,67428531,[67428153],67842513,67842531,67842153,67845213,67845231,64782513,64782531,64782153,64785213,64785231,[64728513],[64728531],[64728153],76482513,76482531,76482153,76485213,76485231,76428513,76428531,[76428153],76842513,76842531,76842153,76845213,76845231
67483512,67483521,[67483152],67485312,67485321,67438512,67438521,[67438152],67843512,67843521,[67843152],67845312,67845321,64783512,64783521,[64783152],64785312,64785321,[64738512],[64738521],[64738152],76483512,76483521,[76483152],76485312,76485321,76438512,76438521,[76438152],76843512,76843521,[76843152],76845312,76845321
67581324,67581342,67581234,67583124,[67583142],[67518324],[67518342],[67518234],67851324,67851342,67851234,67853124,[67853142],65781324,65781342,65781234,65783124,[65783142],[65718324],[65718342],[65718234],76581324,76581342,76581234,76583124,[76583142],[76518324],[76518342],[76518234],76851324,76851342,76851234,76853124,[76853142]
67581423,67581432,67581243,67584123,67584132,[67518423],[67518432],[67518243],67851423,67851432,67851243,67854123,67854132,65781423,65781432,65781243,65784123,65784132,[65718423],[65718432],[65718243],76581423,76581432,76581243,76584123,76584132,[76518423],[76518432],[76518243],76851423,76851432,76851243,76854123,76854132
67582314,67582341,67582134,67583214,67583241,[67528314],[67528341],[67528134],67852314,67852341,67852134,67853214,67853241,65782314,65782341,65782134,65783214,65783241,[65728314],[65728341],[65728134],76582314,76582341,76582134,76583214,76583241,[76528314],[76528341],[76528134],76852314,76852341,76852134,76853214,76853241
67582413,67582431,67582143,67584213,67584231,[67528413],[67528431],[67528143],67852413,67852431,67852143,67854213,67854231,65782413,65782431,65782143,65784213,65784231,[65728413],[65728431],[65728143],76582413,76582431,76582143,76584213,76584231,[76528413],[76528431],[76528143],76852413,76852431,76852143,76854213,76854231
67583412,67583421,[67583142],67584312,67584321,[67538412],[67538421],[67538142],67853412,67853421,[67853142],67854312,67854321,65783412,65783421,[65783142],65784312,65784321,[65738412],[65738421],[65738142],76583412,76583421,[76583142],76584312,76584321,[76538412],[76538421],[76538142],76853412,76853421,[76853142],76854312,76854321
68132547,68132574,68132457,[68135247],[68135274],68123547,68123574,68123457,68312547,68312574,68312457,[68315247],[68315274],[61832547],[61832574],[61832457],[61835247],[61835274],[61823547],[61823574],[61823457],86132547,86132574,86132457,[86135247],[86135274],86123547,86123574,86123457,86312547,86312574,86312457,[86315247],[86315274]
68132745,68132754,68132475,[68137245],[68137254],68123745,68123754,68123475,68312745,68312754,68312475,[68317245],[68317254],[61832745],[61832754],[61832475],[61837245],[61837254],[61823745],[61823754],[61823475],86132745,86132754,86132475,[86137245],[86137254],86123745,86123754,86123475,86312745,86312754,86312475,[86317245],[86317254]
68142537,68142573,68142357,68145237,[68145273],68124537,68124573,68124357,68412537,68412573,68412357,[68415237],[68415273],[61842537],[61842573],[61842357],[61845237],[61845273],[61824537],[61824573],[61824357],86142537,86142573,86142357,86145237,[86145273],86124537,86124573,86124357,86412537,86412573,86412357,[86415237],[86415273]
68142735,68142753,68142375,68147235,[68147253],68124735,68124753,68124375,68412735,68412753,68412375,[68417235],[68417253],[61842735],[61842753],[61842375],[61847235],[61847253],[61824735],[61824753],[61824375],86142735,86142753,86142375,86147235,[86147253],86124735,86124753,86124375,86412735,86412753,86412375,[86417235],[86417253]
68143527,68143572,68143257,68145327,68145372,68134527,68134572,68134257,68413527,68413572,68413257,[68415327],[68415372],[61843527],[61843572],[61843257],[61845327],[61845372],[61834527],[61834572],[61834257],86143527,86143572,86143257,86145327,86145372,86134527,86134572,86134257,86413527,86413572,86413257,[86415327],[86415372]
68143725,68143752,68143275,68147325,68147352,68134725,68134752,68134275,68413725,68413752,68413275,[68417325],[68417352],[61843725],[61843752],[61843275],[61847325],[61847352],[61834725],[61834752],[61834275],86143725,86143752,86143275,86147325,86147352,86134725,86134752,86134275,86413725,86413752,86413275,[86417325],[86417352]
68152437,68152473,68152347,68154237,[68154273],68125437,68125473,68125347,68512437,68512473,68512347,68514237,[68514273],[61852437],[61852473],[61852347],[61854237],[61854273],[61825437],[61825473],[61825347],86152437,86152473,86152347,86154237,[86154273],86125437,86125473,86125347,86512437,86512473,86512347,86514237,[86514273]
68152734,68152743,68152374,68157234,68157243,68125734,68125743,68125374,68512734,68512743,68512374,[68517234],[68517243],[61852734],[61852743],[61852374],[61857234],[61857243],[61825734],[61825743],[61825374],86152734,86152743,86152374,86157234,86157243,86125734,86125743,86125374,86512734,86512743,86512374,[86517234],[86517243]
68153427,68153472,68153247,68154327,68154372,68135427,68135472,[68135247],68513427,68513472,68513247,68514327,68514372,[61853427],[61853472],[61853247],[61854327],[61854372],[61835427],[61835472],[61835247],86153427,86153472,86153247,86154327,86154372,86135427,86135472,[86135247],86513427,86513472,86513247,86514327,86514372
68153724,68153742,68153274,68157324,68157342,68135724,68135742,[68135274],68513724,68513742,68513274,[68517324],[68517342],[61853724],[61853742],[61853274],[61857324],[61857342],[61835724],[61835742],[61835274],86153724,86153742,86153274,86157324,86157342,86135724,86135742,[86135274],86513724,86513742,86513274,[86517324],[86517342]
68154723,68154732,[68154273],68157423,68157432,68145723,68145732,[68145273],68514723,68514732,[68514273],[68517423],[68517432],[61854723],[61854732],[61854273],[61857423],[61857432],[61845723],[61845732],[61845273],86154723,86154732,[86154273],86157423,86157432,86145723,86145732,[86145273],86514723,86514732,[86514273],[86517423],[86517432]
68172435,68172453,68172345,68174235,[68174253],68127435,68127453,68127345,68712435,68712453,68712345,68714235,[68714253],61872435,61872453,61872345,61874235,[61874253],[61827435],[61827453],[61827345],86172435,86172453,86172345,86174235,[86174253],86127435,86127453,86127345,86712435,86712453,86712345,86714235,[86714253]
68172534,68172543,68172354,68175234,68175243,68127534,68127543,68127354,68712534,68712543,68712354,68715234,68715243,61872534,61872543,61872354,61875234,61875243,[61827534],[61827543],[61827354],86172534,86172543,86172354,86175234,86175243,86127534,86127543,86127354,86712534,86712543,86712354,86715234,86715243
68173425,68173452,68173245,68174325,68174352,68137425,68137452,[68137245],68713425,68713452,68713245,68714325,68714352,61873425,61873452,61873245,61874325,61874352,[61837425],[61837452],[61837245],86173425,86173452,86173245,86174325,86174352,86137425,86137452,[86137245],86713425,86713452,86713245,86714325,86714352
68173524,68173542,68173254,68175324,68175342,68137524,68137542,[68137254],68713524,68713542,68713254,68715324,68715342,61873524,61873542,61873254,61875324,61875342,[61837524],[61837542],[61837254],86173524,86173542,86173254,86175324,86175342,86137524,86137542,[86137254],86713524,86713542,86713254,86715324,86715342
68174523,68174532,[68174253],68175423,68175432,68147523,68147532,[68147253],68714523,68714532,[68714253],68715423,68715432,61874523,61874532,[61874253],61875423,61875432,[61847523],[61847532],[61847253],86174523,86174532,[86174253],86175423,86175432,86147523,86147532,[86147253],86714523,86714532,[86714253],86715423,86715432
68231547,68231574,68231457,[68235147],[68235174],68213547,68213574,68213457,68321547,68321574,68321457,[68325147],[68325174],[62831547],[62831574],[62831457],[62835147],[62835174],[62813547],[62813574],[62813457],86231547,86231574,86231457,[86235147],[86235174],86213547,86213574,86213457,86321547,86321574,86321457,[86325147],[86325174]
68231745,68231754,68231475,[68237145],[68237154],68213745,68213754,68213475,68321745,68321754,68321475,[68327145],[68327154],[62831745],[62831754],[62831475],[62837145],[62837154],[62813745],[62813754],[62813475],86231745,86231754,86231475,[86237145],[86237154],86213745,86213754,86213475,86321745,86321754,86321475,[86327145],[86327154]
68241537,68241573,68241357,68245137,[68245173],68214537,68214573,68214357,68421537,68421573,68421357,[68425137],[68425173],[62841537],[62841573],[62841357],[62845137],[62845173],[62814537],[62814573],[62814357],86241537,86241573,86241357,86245137,[86245173],86214537,86214573,86214357,86421537,86421573,86421357,[86425137],[86425173]
68241735,68241753,68241375,68247135,[68247153],68214735,68214753,68214375,68421735,68421753,68421375,[68427135],[68427153],[62841735],[62841753],[62841375],[62847135],[62847153],[62814735],[62814753],[62814375],86241735,86241753,86241375,86247135,[86247153],86214735,86214753,86214375,86421735,86421753,86421375,[86427135],[86427153]
68243517,68243571,68243157,68245317,68245371,68234517,68234571,68234157,68423517,68423571,68423157,[68425317],[68425371],[62843517],[62843571],[62843157],[62845317],[62845371],[62834517],[62834571],[62834157],86243517,86243571,86243157,86245317,86245371,86234517,86234571,86234157,86423517,86423571,86423157,[86425317],[86425371]
68243715,68243751,68243175,68247315,68247351,68234715,68234751,68234175,68423715,68423751,68423175,[68427315],[68427351],[62843715],[62843751],[62843175],[62847315],[62847351],[62834715],[62834751],[62834175],86243715,86243751,86243175,86247315,86247351,86234715,86234751,86234175,86423715,86423751,86423175,[86427315],[86427351]
68251437,68251473,68251347,68254137,[68254173],68215437,68215473,68215347,68521437,68521473,68521347,68524137,[68524173],[62851437],[62851473],[62851347],[62854137],[62854173],[62815437],[62815473],[62815347],86251437,86251473,86251347,86254137,[86254173],86215437,86215473,86215347,86521437,86521473,86521347,86524137,[86524173]
68251734,68251743,68251374,68257134,68257143,68215734,68215743,68215374,68521734,68521743,68521374,[68527134],[68527143],[62851734],[62851743],[62851374],[62857134],[62857143],[62815734],[62815743],[62815374],86251734,86251743,86251374,86257134,86257143,86215734,86215743,86215374,86521734,86521743,86521374,[86527134],[86527143]
68253417,68253471,68253147,68254317,68254371,68235417,68235471,[68235147],68523417,68523471,68523147,68524317,68524371,[62853417],[62853471],[62853147],[62854317],[62854371],[62835417],[62835471],[62835147],86253417,86253471,86253147,86254317,86254371,86235417,86235471,[86235147],86523417,86523471,86523147,86524317,86524371
68253714,68253741,68253174,68257314,68257341,68235714,68235741,[68235174],68523714,68523741,68523174,[68527314],[68527341],[62853714],[62853741],[62853174],[62857314],[62857341],[62835714],[62835741],[62835174],86253714,86253741,86253174,86257314,86257341,86235714,86235741,[86235174],86523714,86523741,86523174,[86527314],[86527341]
68254713,68254731,[68254173],68257413,68257431,68245713,68245731,[68245173],68524713,68524731,[68524173],[68527413],[68527431],[62854713],[62854731],[62854173],[62857413],[62857431],[62845713],[62845731],[62845173],86254713,86254731,[86254173],86257413,86257431,86245713,86245731,[86245173],86524713,86524731,[86524173],[86527413],[86527431]
68271435,68271453,68271345,68274135,[68274153],68217435,68217453,68217345,68721435,68721453,68721345,68724135,[68724153],62871435,62871453,62871345,62874135,[62874153],[62817435],[62817453],[62817345],86271435,86271453,86271345,86274135,[86274153],86217435,86217453,86217345,86721435,86721453,86721345,86724135,[86724153]
68271534,68271543,68271354,68275134,68275143,68217534,68217543,68217354,68721534,68721543,68721354,68725134,68725143,62871534,62871543,62871354,62875134,62875143,[62817534],[62817543],[62817354],86271534,86271543,86271354,86275134,86275143,86217534,86217543,86217354,86721534,86721543,86721354,86725134,86725143
68273415,68273451,68273145,68274315,68274351,68237415,68237451,[68237145],68723415,68723451,68723145,68724315,68724351,62873415,62873451,62873145,62874315,62874351,[62837415],[62837451],[62837145],86273415,86273451,86273145,86274315,86274351,86237415,86237451,[86237145],86723415,86723451,86723145,86724315,86724351
68273514,68273541,68273154,68275314,68275341,68237514,68237541,[68237154],68723514,68723541,68723154,68725314,68725341,62873514,62873541,62873154,62875314,62875341,[62837514],[62837541],[62837154],86273514,86273541,86273154,86275314,86275341,86237514,86237541,[86237154],86723514,86723541,86723154,86725314,86725341
68274513,68274531,[68274153],68275413,68275431,68247513,68247531,[68247153],68724513,68724531,[68724153],68725413,68725431,62874513,62874531,[62874153],62875413,62875431,[62847513],[62847531],[62847153],86274513,86274531,[86274153],86275413,86275431,86247513,86247531,[86247153],86724513,86724531,[86724153],86725413,86725431
68341527,68341572,68341257,68345127,[68345172],68314527,68314572,68314257,68431527,68431572,68431257,68435127,[68435172],[63841527],[63841572],[63841257],[63845127],[63845172],[63814527],[63814572],[63814257],86341527,86341572,86341257,86345127,[86345172],86314527,86314572,86314257,86431527,86431572,86431257,86435127,[86435172]
